# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		744		239		179
1		630		439		188
2		550		598		195
3		437		718		178
4		376		785		179
5		346		833		185
6		322		863		184
7		291		893		189
8		284		912		195
9		281		925		195
10		272		934		188
11		267		941		189
12		261		948		190
13		265		953		189
14		261		956		191
15		255		959		191
16		255		961		191
17		254		962		189
18		254		962		189
19		254		962		189
20		255		963		191
21		255		965		191
22		253		966		191
23		253		966		191
24		253		966		191
25		253		966		191
26		253		966		191
27		253		966		191
28		253		966		191
29		253		966		191
30		253		966		191
31		253		966		191
32		253		966		191
33		253		966		191
34		253		966		191
35		253		966		191
36		253		966		191
37		253		966		191
38		253		966		191
39		253		966		191
40		253		966		191
41		253		966		191
42		253		966		191
43		253		966		191
44		253		966		191
45		253		966		191
46		253		966		191
47		253		966		191
48		253		966		191
49		253		966		191
50		253		966		191
51		253		966		191
52		253		966		191
53		253		966		191
54		253		966		191
55		253		966		191
56		253		966		191
57		253		966		191
58		253		966		191
59		253		966		191
60		253		966		191
61		253		966		191
62		253		966		191
63		253		966		191
64		253		966		191
65		253		966		191
66		253		966		191
67		253		966		191
68		253		966		191
69		253		966		191
70		253		966		191
71		253		966		191
72		253		966		191
73		253		966		191
74		253		966		191
75		253		966		191
76		253		966		191
77		253		966		191
78		253		966		191
79		253		966		191
80		253		966		191
81		253		966		191
82		253		966		191
83		253		966		191
84		253		966		191
85		253		966		191
86		253		966		191
87		253		966		191
88		253		966		191
89		253		966		191
90		253		966		191
91		253		966		191
92		253		966		191
93		253		966		191
94		253		966		191
95		253		966		191
96		253		966		191
97		253		966		191
98		253		966		191
99		253		966		191
100		253		966		191
101		253		966		191
102		253		966		191
103		253		966		191
104		253		966		191
105		253		966		191
106		253		966		191
107		253		966		191
108		253		966		191
109		253		966		191
110		253		966		191
111		253		966		191
112		253		966		191
113		253		966		191
114		253		966		191
115		253		966		191
116		253		966		191
117		253		966		191
118		253		966		191
119		253		966		191
120		253		966		191
121		253		966		191
122		253		966		191
123		253		966		191
124		253		966		191
125		253		966		191
126		253		966		191
127		253		966		191
128		253		966		191
129		253		966		191
130		253		966		191
131		253		966		191
132		253		966		191
133		253		966		191
134		253		966		191
135		253		966		191
136		253		966		191
137		253		966		191
138		253		966		191
139		253		966		191
140		253		966		191
141		253		966		191
142		253		966		191
143		253		966		191
144		253		966		191
145		253		966		191
146		253		966		191
147		253		966		191
148		253		966		191
149		253		966		191
150		253		966		191
151		253		966		191
152		253		966		191
153		253		966		191
154		253		966		191
155		253		966		191
156		253		966		191
157		253		966		191
158		253		966		191
159		253		966		191
160		253		966		191
161		253		966		191
162		253		966		191
163		253		966		191
164		253		966		191
165		253		966		191
166		253		966		191
167		253		966		191
168		253		966		191
169		253		966		191
170		253		966		191
171		253		966		191
172		253		966		191
173		253		966		191
174		253		966		191
175		253		966		191
176		253		966		191
177		253		966		191
178		253		966		191
179		253		966		191
180		253		966		191
181		253		966		191
182		253		966		191
183		253		966		191
184		253		966		191
185		253		966		191
186		253		966		191
187		253		966		191
188		253		966		191
189		253		966		191
190		253		966		191
191		253		966		191
192		253		966		191
193		253		966		191
194		253		966		191
195		253		966		191
196		253		966		191
197		253		966		191
198		253		966		191
199		253		966		191
200		253		966		191
201		253		966		191
202		253		966		191
203		253		966		191
204		253		966		191
205		253		966		191
206		253		966		191
207		253		966		191
208		253		966		191
209		253		966		191
210		253		966		191
211		253		966		191
212		253		966		191
213		253		966		191
214		253		966		191
215		253		966		191
216		253		966		191
217		253		966		191
218		253		966		191
219		253		966		191
220		253		966		191
221		253		966		191
222		253		966		191
223		253		966		191
224		253		966		191
225		253		966		191
226		253		966		191
227		253		966		191
228		253		966		191
229		253		966		191
230		253		966		191
231		253		966		191
232		253		966		191
233		253		966		191
234		253		966		191
235		253		966		191
236		253		966		191
237		253		966		191
238		253		966		191
239		253		966		191
240		253		966		191
241		253		966		191
242		253		966		191
243		253		966		191
244		253		966		191
245		253		966		191
246		253		966		191
247		253		966		191
248		253		966		191
249		253		966		191
250		253		966		191
251		253		966		191
252		253		966		191
253		253		966		191
254		253		966		191
255		253		966		191
256		253		966		191
257		253		966		191
258		253		966		191
259		253		966		191
260		253		966		191
261		253		966		191
262		253		966		191
263		253		966		191
264		253		966		191
265		253		966		191
266		253		966		191
267		253		966		191
268		253		966		191
269		253		966		191
270		253		966		191
271		253		966		191
272		253		966		191
273		253		966		191
274		253		966		191
275		253		966		191
276		253		966		191
277		253		966		191
278		253		966		191
279		253		966		191
280		253		966		191
281		253		966		191
282		253		966		191
283		253		966		191
284		253		966		191
285		253		966		191
286		253		966		191
287		253		966		191
288		253		966		191
289		253		966		191
290		253		966		191
291		253		966		191
292		253		966		191
293		253		966		191
294		253		966		191
295		253		966		191
296		253		966		191
297		253		966		191
298		253		966		191
299		253		966		191
300		253		966		191
301		253		966		191
302		253		966		191
303		253		966		191
304		253		966		191
305		253		966		191
306		253		966		191
307		253		966		191
308		253		966		191
309		253		966		191
310		253		966		191
311		253		966		191
312		253		966		191
313		253		966		191
314		253		966		191
315		253		966		191
316		253		966		191
317		253		966		191
318		253		966		191
319		253		966		191
320		253		966		191
321		253		966		191
322		253		966		191
323		253		966		191
324		253		966		191
325		253		966		191
326		253		966		191
327		253		966		191
328		253		966		191
329		253		966		191
330		253		966		191
331		253		966		191
332		253		966		191
333		253		966		191
334		253		966		191
335		253		966		191
336		253		966		191
337		253		966		191
338		253		966		191
339		253		966		191
340		253		966		191
341		253		966		191
342		253		966		191
343		253		966		191
344		253		966		191
345		253		966		191
346		253		966		191
347		253		966		191
348		253		966		191
349		253		966		191
350		253		966		191
351		253		966		191
352		253		966		191
353		253		966		191
354		253		966		191
355		253		966		191
356		253		966		191
357		253		966		191
358		253		966		191
359		253		966		191
360		253		966		191
361		253		966		191
362		253		966		191
363		253		966		191
364		253		966		191
365		253		966		191
366		253		966		191
367		253		966		191
368		253		966		191
369		253		966		191
370		253		966		191
371		253		966		191
372		253		966		191
373		253		966		191
374		253		966		191
375		253		966		191
376		253		966		191
377		253		966		191
378		253		966		191
379		253		966		191
380		253		966		191
381		253		966		191
382		253		966		191
383		253		966		191
384		253		966		191
385		253		966		191
386		253		966		191
387		253		966		191
388		253		966		191
389		253		966		191
390		253		966		191
391		253		966		191
392		253		966		191
393		253		966		191
394		253		966		191
395		253		966		191
396		253		966		191
397		253		966		191
398		253		966		191
399		253		966		191
