# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		6126		4485		2769
1		4981		8708		2975
2		4424		12853		3045
3		4098		16936		3076
4		3835		21044		3118
5		3636		25093		3166
6		3466		29160		3171
7		3379		33183		3188
8		3224		37218		3215
9		3142		41229		3223
10		3064		45273		3259
11		2980		49231		3276
12		2879		53218		3282
13		2835		57198		3306
14		2766		61207		3308
15		2707		65189		3310
16		2673		69190		3307
17		2635		73176		3312
18		2597		77149		3320
19		2597		81144		3323
20		2574		85110		3330
21		2527		89055		3327
22		2458		92966		3342
23		2442		96946		3336
24		2447		100874		3329
25		2379		104834		3333
26		2358		108732		3327
27		2324		112699		3322
28		2297		116647		3320
29		2280		120554		3326
30		2239		124472		3326
31		2219		128424		3322
32		2210		132353		3333
33		2191		136311		3326
34		2171		140253		3326
35		2155		144166		3332
36		2134		148081		3338
37		2101		151995		3348
38		2074		155921		3363
39		2022		159841		3366
40		2014		163719		3368
41		1976		167656		3357
42		1941		171483		3364
43		1933		175440		3368
44		1935		179414		3379
45		1929		183357		3371
46		1911		187322		3376
47		1874		191253		3367
48		1862		195179		3370
49		1836		199074		3364
50		1800		202956		3367
51		1798		206886		3378
52		1793		210832		3374
53		1783		214759		3391
54		1768		218671		3395
55		1766		222586		3388
56		1767		226480		3389
57		1759		230409		3393
58		1750		234287		3401
59		1743		238212		3402
60		1738		242092		3399
61		1752		245998		3410
62		1767		249912		3405
63		1761		253838		3394
64		1761		257770		3390
65		1758		261636		3377
66		1748		265575		3383
67		1732		269511		3385
68		1694		273376		3384
69		1664		277289		3389
70		1660		281208		3387
71		1644		285124		3391
72		1610		289013		3395
73		1593		292872		3401
74		1585		296797		3410
75		1591		300716		3419
76		1580		304627		3411
77		1576		308511		3411
78		1555		312376		3405
79		1552		316269		3407
80		1542		320150		3403
81		1539		323992		3407
82		1517		327872		3413
83		1510		331746		3412
84		1507		335671		3415
85		1498		339529		3415
86		1490		343435		3422
87		1494		347351		3423
88		1484		351233		3418
89		1479		355155		3422
90		1482		359043		3424
91		1477		362957		3416
92		1477		366837		3418
93		1469		370711		3420
94		1457		374621		3415
95		1451		378485		3415
96		1449		382407		3414
97		1451		386325		3413
98		1456		390207		3406
99		1459		394106		3409
100		1446		397997		3405
101		1451		401907		3399
102		1453		405767		3402
103		1444		409615		3401
104		1438		413521		3409
105		1419		417395		3408
106		1416		421308		3409
107		1409		425240		3410
108		1410		429079		3414
109		1410		432956		3413
110		1411		436868		3411
111		1410		440783		3417
112		1414		444696		3421
113		1404		448544		3417
114		1396		452439		3415
115		1373		456326		3416
116		1376		460198		3419
117		1369		464140		3418
118		1367		467956		3417
119		1349		471841		3422
120		1360		475716		3419
121		1355		479625		3425
122		1357		483536		3418
123		1356		487425		3425
124		1348		491305		3421
125		1340		495192		3421
126		1333		499090		3427
127		1326		503061		3424
128		1330		506965		3430
129		1313		510826		3430
130		1313		514707		3427
131		1312		518559		3428
132		1310		522497		3430
133		1310		526438		3432
134		1309		530316		3437
135		1309		534207		3437
136		1303		538075		3436
137		1294		541960		3439
138		1285		545846		3437
139		1284		549726		3440
140		1280		553588		3439
141		1276		557451		3442
142		1272		561333		3438
143		1274		565226		3437
144		1268		569118		3437
145		1262		573067		3436
146		1259		576947		3435
147		1259		580801		3435
148		1258		584681		3434
149		1253		588573		3433
150		1251		592424		3428
151		1249		596303		3423
152		1248		600166		3423
153		1257		604018		3421
154		1249		607901		3423
155		1247		611773		3422
156		1247		615613		3422
157		1248		619492		3423
158		1246		623365		3420
159		1231		627256		3414
160		1231		631192		3415
161		1232		635056		3420
162		1230		638938		3418
163		1230		642873		3420
164		1228		646804		3422
165		1230		650681		3425
166		1240		654593		3427
167		1236		658473		3430
168		1251		662348		3434
169		1251		666264		3431
170		1242		670146		3433
171		1235		674058		3428
172		1215		677929		3430
173		1208		681805		3427
174		1201		685686		3423
175		1211		689545		3426
176		1205		693404		3427
177		1208		697267		3432
178		1207		701181		3436
179		1197		705080		3438
180		1200		708971		3441
181		1194		712865		3441
182		1190		716778		3438
183		1188		720679		3436
184		1183		724567		3436
185		1180		728455		3438
186		1173		732384		3441
187		1172		736267		3439
188		1172		740173		3437
189		1169		744079		3438
190		1167		747920		3438
191		1170		751791		3437
192		1168		755668		3438
193		1167		759628		3438
194		1169		763551		3437
195		1168		767388		3436
196		1173		771288		3437
197		1170		775157		3437
198		1161		778977		3439
199		1160		782889		3439
200		1156		786781		3443
201		1158		790726		3442
202		1151		794617		3444
203		1143		798506		3443
204		1140		802387		3438
205		1146		806248		3433
206		1147		810109		3433
207		1147		813950		3433
208		1147		817829		3431
209		1139		821707		3430
210		1139		825620		3430
211		1138		829496		3432
212		1135		833385		3430
213		1135		837250		3430
214		1131		841142		3430
