# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8323		3999		3105
1		7313		7090		3175
2		6597		9725		3289
3		6139		12088		3274
4		5697		14103		3335
5		5333		15869		3354
6		5060		17550		3348
7		4782		19029		3320
8		4584		20465		3298
9		4392		21758		3313
10		4150		22978		3315
11		4053		24230		3335
12		3894		25325		3329
13		3768		26370		3295
14		3620		27294		3337
15		3447		28238		3350
16		3346		29089		3336
17		3241		29904		3333
18		3193		30699		3358
19		3171		31457		3356
20		3049		32178		3358
21		2985		32862		3360
22		2924		33583		3373
23		2896		34268		3339
24		2804		34891		3383
25		2758		35464		3352
26		2697		35992		3356
27		2622		36544		3371
28		2579		37078		3377
29		2581		37607		3386
30		2566		38180		3370
31		2498		38750		3362
32		2433		39254		3351
33		2441		39717		3370
34		2460		40178		3365
35		2484		40650		3379
36		2447		41138		3374
37		2420		41598		3372
38		2404		42102		3378
39		2331		42552		3388
40		2311		42993		3361
41		2284		43409		3379
42		2256		43837		3373
43		2257		44244		3386
44		2263		44665		3378
45		2257		45112		3388
46		2278		45587		3380
47		2295		46038		3376
48		2253		46462		3387
49		2256		46893		3380
50		2225		47313		3371
51		2212		47674		3372
52		2199		48086		3357
53		2171		48513		3388
54		2142		48876		3404
55		2134		49239		3399
56		2124		49637		3380
57		2126		49998		3377
58		2114		50340		3390
59		2086		50724		3393
60		2064		51056		3387
61		2084		51423		3382
62		2057		51794		3391
63		2055		52158		3410
64		2068		52510		3418
65		2033		52847		3405
66		1970		53148		3405
67		1963		53456		3402
68		1969		53685		3399
69		1901		53985		3407
70		1892		54264		3396
71		1885		54492		3382
72		1858		54755		3399
73		1861		55003		3387
74		1860		55260		3386
75		1881		55540		3385
76		1894		55765		3397
77		1898		56065		3409
78		1908		56357		3400
79		1895		56630		3396
80		1867		56928		3404
81		1892		57223		3387
82		1892		57552		3396
83		1869		57845		3417
84		1876		58140		3394
85		1851		58411		3412
86		1846		58695		3416
87		1835		59022		3424
88		1805		59298		3409
89		1790		59513		3414
90		1770		59732		3403
91		1752		59961		3401
92		1752		60176		3411
93		1737		60396		3418
94		1712		60631		3404
95		1716		60836		3407
96		1731		61051		3403
97		1708		61255		3413
98		1715		61479		3405
99		1717		61672		3404
100		1709		61912		3415
101		1713		62123		3415
102		1694		62337		3415
103		1697		62531		3414
104		1675		62756		3402
105		1668		62958		3401
106		1675		63150		3408
107		1656		63318		3411
108		1654		63489		3405
109		1652		63657		3403
110		1664		63878		3395
111		1661		64090		3391
112		1658		64311		3402
113		1642		64537		3412
114		1645		64727		3415
115		1621		64902		3406
116		1635		65088		3406
117		1654		65252		3403
118		1632		65452		3409
119		1608		65630		3416
120		1626		65812		3407
121		1613		65986		3416
122		1608		66172		3411
123		1587		66342		3406
124		1588		66550		3412
125		1578		66711		3406
126		1577		66853		3406
127		1580		67056		3396
128		1566		67204		3413
129		1574		67387		3412
130		1570		67537		3415
131		1567		67709		3414
132		1575		67906		3403
133		1560		68075		3403
134		1553		68230		3400
135		1557		68422		3396
136		1542		68590		3399
137		1555		68751		3414
138		1549		68937		3404
139		1551		69115		3412
140		1541		69314		3406
141		1513		69476		3401
142		1517		69629		3404
143		1509		69797		3407
144		1510		69947		3406
145		1516		70104		3406
146		1508		70270		3406
147		1524		70431		3399
148		1519		70583		3416
149		1517		70731		3412
150		1500		70894		3425
151		1482		71035		3419
152		1480		71168		3417
153		1443		71320		3408
154		1456		71441		3409
155		1432		71555		3418
156		1427		71683		3423
157		1422		71781		3423
158		1425		71884		3419
159		1428		71964		3417
160		1433		72057		3406
161		1447		72174		3418
162		1437		72278		3412
163		1419		72380		3418
164		1442		72475		3415
165		1466		72617		3415
166		1468		72764		3424
167		1478		72926		3420
168		1486		73079		3421
169		1490		73228		3428
170		1475		73398		3430
171		1451		73586		3428
172		1453		73723		3434
173		1454		73870		3426
174		1445		74022		3439
175		1457		74151		3440
176		1451		74303		3429
177		1432		74453		3425
178		1429		74600		3432
179		1441		74739		3431
180		1452		74883		3439
181		1429		75042		3434
182		1439		75176		3430
183		1415		75306		3422
184		1408		75432		3428
185		1390		75565		3424
186		1390		75666		3438
187		1398		75779		3431
188		1395		75905		3431
189		1391		76030		3429
190		1396		76188		3427
191		1384		76303		3429
192		1380		76412		3431
193		1380		76528		3426
194		1377		76663		3437
195		1374		76751		3435
196		1389		76879		3434
197		1403		77014		3435
198		1393		77161		3427
199		1381		77314		3433
200		1377		77447		3433
201		1378		77574		3441
202		1379		77696		3447
203		1358		77834		3442
204		1349		77962		3447
205		1343		78071		3443
206		1339		78183		3441
207		1357		78310		3442
208		1360		78413		3444
209		1344		78543		3458
210		1353		78700		3459
211		1348		78836		3453
212		1338		78950		3450
213		1344		79098		3459
214		1342		79217		3463
215		1314		79326		3449
216		1323		79439		3450
217		1291		79534		3453
218		1300		79630		3456
219		1312		79715		3457
220		1318		79816		3457
221		1297		79909		3445
222		1298		80013		3438
223		1302		80150		3451
224		1288		80259		3441
225		1266		80370		3447
226		1279		80471		3449
227		1269		80570		3450
228		1277		80667		3444
229		1278		80776		3452
230		1267		80883		3442
231		1254		80962		3449
232		1254		81060		3449
233		1262		81146		3446
234		1274		81238		3450
235		1272		81335		3447
236		1267		81417		3438
237		1270		81513		3451
238		1263		81609		3439
239		1257		81703		3445
240		1252		81814		3438
241		1260		81914		3444
242		1261		82010		3442
243		1271		82124		3444
244		1270		82238		3440
245		1259		82337		3448
246		1249		82419		3435
247		1230		82497		3438
248		1238		82578		3432
249		1232		82648		3436
250		1223		82733		3445
251		1213		82801		3446
252		1200		82873		3445
253		1199		82918		3439
254		1202		82958		3441
255		1208		83012		3438
256		1209		83075		3436
257		1211		83135		3443
258		1207		83188		3437
259		1206		83245		3434
260		1195		83306		3431
261		1208		83352		3437
262		1203		83412		3435
263		1203		83492		3440
264		1205		83553		3438
265		1194		83603		3438
266		1194		83653		3436
267		1198		83701		3438
268		1195		83752		3440
269		1191		83801		3438
270		1209		83896		3444
271		1205		83979		3433
272		1201		84059		3437
273		1189		84152		3431
274		1195		84223		3435
275		1202		84288		3426
276		1193		84358		3431
277		1189		84424		3436
278		1192		84480		3432
279		1194		84551		3438
280		1198		84625		3437
281		1203		84703		3440
282		1191		84778		3439
283		1185		84839		3436
284		1183		84887		3437
285		1181		84949		3440
286		1194		85023		3436
287		1191		85087		3434
288		1187		85153		3435
289		1190		85204		3442
290		1175		85262		3438
291		1171		85307		3442
292		1168		85355		3437
293		1165		85404		3431
294		1164		85459		3441
295		1160		85502		3432
296		1147		85536		3434
297		1167		85574		3432
298		1163		85624		3437
299		1169		85677		3437
300		1159		85747		3435
301		1157		85800		3438
302		1157		85848		3432
303		1161		85894		3442
304		1170		85942		3432
305		1165		85999		3439
306		1173		86059		3440
307		1176		86121		3427
308		1155		86174		3436
309		1164		86226		3437
310		1160		86283		3432
311		1155		86349		3431
312		1153		86399		3431
313		1151		86450		3431
314		1153		86512		3430
315		1156		86568		3430
316		1153		86612		3436
317		1155		86675		3433
318		1150		86723		3432
319		1146		86786		3435
320		1149		86829		3431
321		1142		86877		3435
322		1139		86920		3433
323		1131		86954		3431
324		1129		87008		3426
325		1124		87041		3429
326		1125		87072		3435
327		1115		87098		3436
328		1109		87119		3430
329		1109		87144		3433
330		1114		87177		3434
331		1122		87204		3435
332		1115		87231		3433
333		1117		87258		3433
334		1121		87283		3431
335		1122		87315		3433
336		1131		87353		3437
337		1125		87388		3431
338		1124		87418		3429
339		1125		87455		3430
340		1127		87518		3429
341		1123		87563		3424
342		1122		87611		3424
343		1113		87642		3431
344		1111		87695		3434
345		1119		87722		3434
346		1117		87761		3435
347		1115		87801		3433
348		1119		87835		3432
349		1107		87875		3429
350		1109		87897		3433
351		1118		87929		3427
352		1114		87968		3429
353		1123		88007		3434
354		1121		88049		3431
355		1127		88099		3432
356		1133		88142		3435
357		1122		88196		3438
358		1120		88246		3430
359		1115		88279		3431
360		1118		88318		3432
361		1111		88350		3428
362		1108		88380		3434
363		1110		88407		3431
364		1098		88435		3427
365		1101		88467		3426
366		1099		88492		3422
367		1096		88526		3419
368		1096		88561		3427
369		1092		88599		3427
370		1097		88621		3424
371		1099		88650		3424
372		1101		88676		3422
373		1096		88703		3424
374		1094		88732		3422
375		1088		88761		3426
376		1087		88774		3426
377		1089		88788		3423
378		1083		88800		3422
379		1085		88823		3422
380		1082		88862		3419
381		1084		88882		3425
382		1087		88907		3426
383		1081		88936		3423
384		1084		88961		3420
385		1084		88984		3423
386		1081		89001		3421
387		1082		89027		3428
388		1080		89037		3424
389		1085		89069		3427
390		1080		89094		3430
391		1083		89130		3421
392		1084		89166		3426
393		1082		89197		3423
394		1077		89235		3423
395		1072		89261		3427
396		1076		89297		3428
397		1077		89321		3429
398		1074		89354		3432
399		1073		89371		3428
400		1083		89404		3427
401		1083		89433		3428
402		1073		89452		3426
403		1084		89476		3427
404		1084		89506		3426
405		1088		89555		3428
406		1089		89579		3425
407		1087		89599		3428
408		1087		89631		3425
409		1082		89659		3422
410		1087		89682		3420
411		1086		89714		3420
412		1081		89762		3419
413		1081		89784		3418
414		1083		89832		3419
415		1082		89861		3420
416		1077		89884		3417
417		1076		89915		3425
418		1079		89937		3424
419		1075		89966		3423
420		1074		89984		3422
421		1077		89998		3421
422		1080		90029		3426
423		1082		90050		3422
424		1079		90077		3425
425		1075		90097		3423
426		1079		90122		3426
427		1082		90160		3425
428		1089		90199		3424
429		1084		90227		3426
430		1074		90262		3422
431		1073		90307		3421
432		1072		90325		3422
433		1063		90350		3422
434		1064		90370		3424
435		1060		90389		3424
436		1059		90406		3424
437		1067		90423		3421
438		1067		90439		3424
439		1067		90462		3425
440		1065		90484		3423
441		1056		90514		3424
442		1055		90528		3427
443		1054		90539		3426
444		1055		90555		3425
445		1053		90567		3423
446		1051		90577		3424
447		1053		90589		3425
448		1058		90599		3425
449		1059		90616		3428
450		1060		90638		3428
451		1063		90659		3431
452		1059		90671		3427
453		1066		90696		3428
454		1069		90716		3430
455		1072		90738		3429
456		1071		90766		3429
457		1069		90791		3430
458		1063		90818		3427
459		1058		90835		3427
460		1057		90861		3432
461		1056		90874		3432
462		1057		90893		3427
463		1051		90914		3428
464		1049		90924		3428
465		1048		90942		3429
466		1049		90951		3431
467		1042		90963		3425
468		1046		90968		3429
469		1047		90975		3426
470		1052		90982		3427
471		1052		91000		3426
472		1051		91021		3426
473		1050		91034		3426
474		1047		91044		3429
475		1042		91052		3429
476		1044		91063		3431
477		1042		91077		3425
478		1043		91092		3427
479		1046		91118		3426
480		1047		91137		3424
481		1045		91147		3425
482		1039		91161		3424
483		1039		91171		3424
484		1037		91176		3425
485		1036		91189		3425
486		1043		91202		3427
487		1043		91217		3428
488		1037		91233		3429
489		1038		91247		3430
490		1039		91262		3431
491		1033		91275		3425
492		1036		91284		3426
493		1040		91294		3432
494		1043		91312		3426
495		1051		91340		3422
496		1052		91362		3429
497		1046		91383		3423
498		1045		91402		3424
499		1052		91419		3425
500		1063		91451		3427
501		1056		91480		3427
502		1055		91499		3427
503		1051		91520		3431
504		1046		91538		3428
505		1041		91555		3427
506		1045		91568		3431
507		1039		91579		3432
508		1036		91595		3433
509		1037		91611		3432
510		1034		91619		3430
511		1036		91627		3433
512		1038		91642		3430
513		1036		91654		3433
514		1036		91664		3431
515		1036		91682		3432
516		1034		91691		3430
517		1036		91698		3429
518		1035		91702		3428
519		1038		91713		3427
520		1034		91722		3430
521		1036		91729		3429
522		1043		91741		3432
523		1041		91758		3435
524		1043		91764		3437
525		1041		91777		3435
526		1037		91786		3436
527		1039		91791		3434
528		1039		91802		3436
529		1036		91813		3433
530		1035		91818		3434
531		1036		91826		3434
532		1041		91838		3435
533		1036		91854		3436
534		1036		91866		3433
535		1035		91876		3434
536		1033		91885		3433
537		1034		91890		3432
538		1033		91897		3433
539		1035		91903		3434
540		1029		91907		3433
541		1037		91914		3432
542		1031		91921		3432
543		1033		91930		3430
544		1032		91937		3432
545		1033		91944		3432
546		1033		91955		3434
547		1033		91963		3432
548		1028		91968		3435
549		1027		91970		3434
550		1031		91979		3433
551		1032		91990		3430
552		1032		92004		3435
553		1037		92023		3433
554		1037		92035		3437
555		1036		92047		3436
556		1031		92062		3436
557		1039		92089		3438
558		1038		92118		3437
559		1035		92133		3435
560		1033		92146		3433
561		1037		92158		3435
562		1037		92174		3432
563		1036		92183		3434
564		1034		92190		3432
565		1036		92206		3434
566		1033		92218		3434
567		1029		92231		3431
568		1032		92242		3431
569		1033		92252		3429
570		1035		92293		3429
571		1037		92306		3429
572		1035		92317		3428
573		1037		92333		3433
574		1032		92353		3430
575		1035		92372		3431
576		1028		92383		3432
577		1030		92403		3433
578		1027		92411		3433
579		1027		92418		3432
580		1030		92435		3432
581		1030		92471		3430
582		1033		92488		3430
583		1032		92497		3427
584		1032		92509		3430
585		1034		92521		3430
586		1035		92540		3427
587		1035		92551		3428
588		1030		92572		3429
589		1031		92585		3431
590		1027		92595		3433
591		1027		92604		3433
592		1031		92616		3433
593		1034		92630		3434
594		1031		92638		3435
595		1030		92649		3431
596		1030		92664		3433
597		1031		92671		3431
598		1028		92683		3434
599		1025		92695		3434
600		1025		92704		3432
601		1025		92717		3431
602		1024		92726		3434
603		1023		92732		3433
604		1022		92735		3434
605		1022		92738		3433
606		1022		92741		3432
607		1021		92743		3432
608		1022		92749		3434
609		1022		92757		3434
610		1022		92762		3433
611		1022		92767		3431
612		1029		92780		3429
613		1030		92792		3430
614		1032		92800		3430
615		1037		92817		3432
616		1038		92835		3434
617		1040		92846		3433
618		1043		92859		3431
619		1050		92876		3431
620		1043		92906		3436
621		1036		92928		3431
622		1032		92936		3430
623		1031		92940		3432
624		1030		92942		3434
625		1026		92946		3434
626		1027		92951		3431
627		1025		92954		3430
628		1027		92967		3430
629		1026		92975		3427
630		1027		92979		3429
631		1029		92982		3427
632		1024		92989		3432
633		1022		92992		3430
634		1021		92995		3429
635		1025		92999		3429
636		1023		93002		3429
637		1023		93003		3429
638		1021		93004		3428
639		1021		93006		3428
640		1017		93011		3430
641		1022		93013		3430
642		1019		93019		3431
643		1021		93021		3429
644		1025		93025		3430
645		1022		93028		3430
646		1021		93033		3428
647		1023		93039		3430
648		1025		93045		3428
649		1025		93049		3430
650		1024		93066		3428
651		1025		93074		3426
652		1021		93081		3425
653		1020		93088		3429
654		1023		93098		3425
655		1024		93109		3429
656		1019		93112		3425
657		1019		93122		3426
658		1021		93132		3427
659		1021		93137		3427
660		1021		93141		3428
661		1013		93147		3429
662		1013		93148		3429
663		1013		93151		3429
664		1017		93155		3430
665		1017		93158		3430
666		1017		93160		3428
667		1018		93167		3432
668		1022		93176		3430
669		1020		93182		3430
670		1018		93185		3429
671		1018		93187		3429
672		1018		93188		3429
673		1018		93192		3429
674		1019		93196		3429
675		1017		93199		3427
676		1019		93202		3426
677		1023		93206		3429
678		1021		93211		3429
679		1023		93215		3430
680		1017		93219		3427
681		1017		93225		3427
682		1018		93235		3428
683		1019		93238		3430
684		1020		93243		3427
685		1024		93253		3432
686		1022		93265		3430
687		1022		93273		3429
688		1020		93278		3430
689		1021		93281		3430
690		1019		93286		3430
691		1018		93297		3429
692		1017		93300		3426
693		1017		93301		3427
694		1018		93302		3425
695		1017		93305		3427
696		1017		93306		3426
697		1017		93307		3427
698		1016		93311		3426
699		1017		93314		3428
700		1019		93316		3430
701		1017		93320		3430
702		1019		93335		3428
703		1024		93346		3430
704		1027		93357		3431
705		1029		93389		3431
706		1026		93401		3433
707		1024		93417		3435
708		1024		93426		3435
709		1024		93432		3436
710		1024		93448		3434
711		1024		93454		3431
712		1025		93468		3435
713		1024		93475		3434
714		1022		93483		3433
715		1019		93485		3434
716		1021		93489		3433
717		1025		93496		3434
718		1020		93504		3435
719		1021		93508		3434
720		1021		93513		3434
721		1019		93519		3434
